t_s,route,status,latency_ms,backend,ok
0.054,message,201,5.450,backend-3,true
0.050,message,201,9.870,backend-1,true
0.054,message,201,5.270,backend-3,true
0.049,message,201,10.130,backend-1,true
0.051,message,201,8.340,backend-1,true
0.054,message,201,5.450,backend-1,true
0.051,message,201,8.590,backend-3,true
0.040,message,201,19.100,backend-3,true
0.054,message,201,5.300,backend-3,true
0.054,message,201,5.880,backend-1,true
0.054,message,201,5.880,backend-3,true
0.054,message,201,5.630,backend-3,true
0.050,message,201,10.090,backend-1,true
0.054,message,201,5.880,backend-1,true
0.054,message,201,6.070,backend-1,true
0.053,message,201,6.350,backend-1,true
0.054,message,201,5.620,backend-1,true
0.052,message,201,7.560,backend-1,true
0.052,message,201,7.300,backend-1,true
0.054,message,201,5.670,backend-1,true
0.053,message,201,6.440,backend-1,true
0.054,message,201,5.630,backend-3,true
0.054,message,201,5.810,backend-3,true
0.051,message,201,8.400,backend-1,true
0.050,message,201,9.910,backend-1,true
0.054,message,201,6.100,backend-3,true
0.054,message,201,6.150,backend-3,true
0.054,message,201,6.150,backend-3,true
0.049,message,201,10.920,backend-1,true
0.052,message,201,7.660,backend-1,true
0.051,message,201,8.670,backend-1,true
0.053,message,201,6.480,backend-1,true
0.054,message,201,5.920,backend-3,true
0.054,message,201,6.050,backend-1,true
0.054,message,201,5.620,backend-1,true
0.046,message,201,13.360,backend-1,true
0.053,message,201,6.460,backend-1,true
0.040,message,201,19.420,backend-3,true
0.055,feed,200,4.900,backend-2,true
0.053,message,201,6.380,backend-1,true
0.049,message,201,10.800,backend-1,true
0.054,message,201,6.080,backend-1,true
0.049,message,201,10.410,backend-3,true
0.051,message,201,8.820,backend-1,true
0.054,message,201,5.650,backend-3,true
0.047,message,201,12.480,backend-1,true
0.040,message,201,20.080,backend-3,true
0.047,message,201,12.760,backend-1,true
0.051,message,201,8.790,backend-1,true
0.053,message,201,6.540,backend-1,true
0.047,message,201,13.200,backend-1,true
0.043,message,201,17.000,backend-3,true
0.037,message,201,22.810,backend-3,true
0.047,message,201,13.380,backend-1,true
0.054,message,201,6.010,backend-3,true
