t_s,route,status,latency_ms,backend,ok
0.016,message,201,79.590,backend-2,true
0.014,message,201,81.480,backend-1,true
0.084,message,201,11.010,backend-1,true
0.086,message,201,9.430,backend-2,true
0.085,message,201,9.960,backend-2,true
0.086,message,201,8.910,backend-2,true
0.014,message,201,81.090,backend-2,true
0.083,message,201,12.160,backend-3,true
0.082,message,201,13.190,backend-1,true
0.081,message,201,14.360,backend-1,true
0.084,message,201,11.250,backend-3,true
0.012,message,201,83.810,backend-2,true
0.087,message,201,8.840,backend-2,true
0.016,message,201,79.980,backend-2,true
0.081,message,201,14.210,backend-1,true
0.012,message,201,83.840,backend-2,true
0.079,message,201,18.250,backend-1,true
0.011,message,201,85.830,backend-2,true
0.082,message,201,15.590,backend-1,true
0.087,message,201,12.340,backend-3,true
0.086,message,201,12.970,backend-3,true
0.086,message,201,12.690,backend-3,true
0.086,message,201,13.240,backend-3,true
0.085,message,201,13.690,backend-3,true
0.086,message,201,12.820,backend-3,true
0.087,message,201,12.760,backend-3,true
0.087,message,201,12.720,backend-3,true
0.087,message,201,12.830,backend-3,true
0.087,message,201,12.800,backend-3,true
0.086,message,201,13.110,backend-3,true
0.087,message,201,12.930,backend-3,true
0.087,message,201,12.570,backend-3,true
0.087,message,201,12.980,backend-3,true
0.087,message,201,12.930,backend-3,true
0.087,message,201,12.740,backend-3,true
0.087,message,201,13.010,backend-3,true
0.014,message,201,86.260,backend-3,true
0.087,message,201,13.350,backend-3,true
0.087,message,201,13.410,backend-3,true
0.013,message,201,87.860,backend-3,true
0.048,message,201,54.690,backend-2,true
0.048,message,201,54.910,backend-2,true
0.059,message,201,43.920,backend-2,true
0.087,message,201,15.330,backend-2,true
0.059,message,201,43.950,backend-2,true
0.059,message,201,44.000,backend-2,true
0.051,message,201,51.200,backend-2,true
0.059,message,201,44.000,backend-2,true
0.059,message,201,43.890,backend-2,true
0.059,message,201,44.010,backend-2,true
0.059,message,201,43.730,backend-2,true
0.067,message,201,37.740,backend-2,true
0.067,message,201,37.970,backend-2,true
0.066,message,201,38.130,backend-2,true
0.067,message,201,38.030,backend-2,true
0.067,message,201,38.140,backend-2,true
0.072,message,201,32.580,backend-2,true
0.073,message,201,32.160,backend-2,true
0.067,message,201,38.330,backend-2,true
0.061,message,201,44.190,backend-2,true
0.061,message,201,44.300,backend-2,true
0.064,message,201,41.450,backend-2,true
0.085,message,201,23.200,backend-1,true
0.085,message,201,23.870,backend-1,true
0.085,message,201,23.810,backend-1,true
0.085,message,201,23.770,backend-1,true
0.085,message,201,23.290,backend-1,true
0.086,message,201,22.930,backend-1,true
0.072,message,201,36.700,backend-2,true
0.085,message,201,23.740,backend-1,true
0.094,message,201,15.330,backend-2,true
0.094,message,201,15.450,backend-2,true
0.086,message,201,23.380,backend-1,true
0.094,message,201,15.170,backend-2,true
0.073,message,201,36.640,backend-2,true
0.086,message,201,22.960,backend-1,true
0.085,message,201,23.810,backend-1,true
0.085,message,201,23.800,backend-1,true
0.086,message,201,23.370,backend-1,true
0.086,message,201,23.290,backend-1,true
0.094,message,201,15.550,backend-2,true
0.094,message,201,15.310,backend-2,true
0.094,message,201,15.370,backend-2,true
0.085,message,201,23.820,backend-1,true
0.094,message,201,15.530,backend-2,true
0.045,message,201,64.890,backend-1,true
0.014,message,201,95.670,backend-1,true
0.086,message,201,23.270,backend-1,true
0.086,message,201,23.290,backend-1,true
0.086,message,201,23.270,backend-1,true
0.048,message,201,61.890,backend-1,true
0.048,message,201,61.840,backend-1,true
0.048,message,201,61.940,backend-1,true
0.048,message,201,62.000,backend-1,true
0.048,message,201,62.120,backend-1,true
0.048,message,201,62.370,backend-1,true
0.047,message,201,62.570,backend-1,true
0.048,message,201,62.250,backend-1,true
0.048,message,201,62.400,backend-1,true
0.048,message,201,62.420,backend-1,true
0.048,message,201,62.570,backend-1,true
0.048,message,201,62.420,backend-1,true
0.048,message,201,62.730,backend-1,true
0.052,message,201,58.390,backend-1,true
0.048,message,201,62.660,backend-1,true
0.052,message,201,58.450,backend-1,true
0.048,message,201,62.940,backend-1,true
0.051,message,201,59.230,backend-1,true
